strTaxClas,ID,strITIScode,strElCode,strGName,strSComNam,strGRank,strGRank2,strSRankAZ,strSRankAZ2,strSRankCO,strSRankCO2,strSRankNM,strSRankNM2,strSRankNV,strSRankNV2,strSRankUT,strSRankUT2,strUSESA,strSProtAZ,strSProtCO,strSProtNM,strSProtNV,strSProtUT,strSGCNAZ,strSGCNCO,strSGCNNV,strSGCNNM,strSGCNUT,strPIF09,strPIF10,strPIF16,strPIF18,strPIF33,strPIF34,strPIF35,strSWReGAPmodel
AMPHIBIA,693,206989,AAABF02010,"Spea bombifrons","PLAINS SPADEFOOT",G5,,S3,S3,S5,,S5,,,,S1,S1,,,,,,,1,,,,1,,,,,,,,1
AMPHIBIA,694,206991,AAABF02030,"Spea intermontana","GREAT BASIN SPADEFOOT",G5,,S2,S2,S3,S3,,,S4,,S5,,,,,,,,1,,,,,,,,,,,,1
AMPHIBIA,695,206993,AAABF02040,"Spea multiplicata","NEW MEXICO SPADEFOOT",G5,,S5,,S4,,S5,,,,S2,S2,,,,,,,,,,,1,,,,,,,,1
AMPHIBIA,603,207312,AAABC05130,"Pseudacris maculata","BOREAL CHORUS FROG",G5,,,,S5,,,,,,S4,,,,,,,,,,,,,,,,,,,,1
AMPHIBIA,604,207313,AAABC05100,"Pseudacris regilla","PACIFIC CHORUS FROG",G5,,S2,S2,,,,,S5,,SH,,,,,,,,2,,,,1,,,,,,,,1
AMPHIBIA,284,207724,AAABD04170,"Eleutherodactylus augusti","BARKING FROG",G5,,S1,S1,,,S2,S2,,,,,,WSC,,,,,2,,,2,,,,,,,,,1
REPTILIA,782,208657,ARAAD09020,"Trachemys gaigeae","BIG BEND SLIDER",G3G4,G3G4,,,,,S3,S3,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,49,208677,ARAAG01020,"Apalone mutica","SMOOTH SOFTSHELL TURTLE",G5,,,,,,S3,S3,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,50,208680,ARAAG01030,"Apalone spinifera","SPINY SOFTSHELL TURTLE",G5,,SNA,,S4,,S4,,SNA,,SNA,,,,,,,,,,,,,,,,,,,,1
REPTILIA,242,208791,ARACF04010,"Crotaphytus bicinctores","MOJAVE BLACK-COLLARED LIZARD",G5,,S3,S3,,,,,S4,,S4,,,,,,,,,,1,,,,,,,,,,1
REPTILIA,301,208896,,"Eumeces gaigeae","VARIABLE SKINK",G5T5,,S3S4,S3S4,S3,S3,,,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,207,208940,ARACJ02140,"Cnemidophorus tigris","WESTERN WHIPTAIL",G5,,S5,,S4,,S3,S3,S5,,S5,,,,,,,,,,,,,,,,,,,,1
REPTILIA,208,208947,ARACJ02150,"Cnemidophorus uniparens","DESERT GRASSLAND WHIPTAIL",G5,,S5,,,,S5,,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,209,208948,ARACJ02160,"Cnemidophorus velox","PLATEAU STRIPED WHIPTAIL",G5,,S5,,S4,,S5,,,,S2S3,S2S3,,,,,,,,,,,1,,,,,,,,1
REPTILIA,285,209008,ARACB01010,"Elgaria coerulea","NORTHERN ALLIGATOR LIZARD",G5,,,,,,,,S2,S2,,,,,,,P,,,,2,,,,,,,,,,1
REPTILIA,286,209017,ARACB01020,"Elgaria kingii","MADREAN ALLIGATOR LIZARD",G5,,S5,,,,S5,,,,,,,,,,,,,,,2,,,,,,,,,1
REPTILIA,372,209247,ARADB19020,"Lampropeltis getula","COMMON KINGSNAKE",G5,,S5,,S1,S1,S5,,S5,,S2S3,S2S3,,,SC,,,,2,1,,2,1,,,,,,,,1
REPTILIA,371,209266,ARADB19030,"Lampropeltis alterna","GRAY-BANDED KINGSNAKE",G5,,,,,,S1,S1,,,,,,,,E,,,,,,1,,,,,,,,,1
REPTILIA,582,209400,ARADB26020,"Pituophis catenifer",BULLSNAKE,G5,,S5,,S5,,S5,,S5,,S5,,,,,,,,,,,,,,,,,,,,1
REPTILIA,77,209455,ARADB13040,"Bogertophis subocularis","TRANS-PECOS RAT SNAKE",G4G5,,,,,,S3,S3,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,668,209458,ARADB44010,"Senticolis triaspis","GREEN RAT SNAKE",G5,,S3,S3,,,S1,S1,,,,,,,,T,,,2,,,2,,,,,,,,,1
AMPHIBIA,96,550236,AAABB01190,"Bufo nelsoni","AMARGOSA TOAD",G1G2,G1G2,,,,,,,S2,S2,,,,,,,P,,,,,,,,,,,,,,1
AMPHIBIA,625,550241,AAABH01280,"Rana subaquavocalis","RAMSEY CANYON LEOPARD FROG",G1Q,G1Q,S1,S1,,,,,,,,,,,,,,,1,,,,,,,,,,,,0
AMPHIBIA,620,550546,AAABH01290,"Rana luteiventris","COLUMBIA SPOTTED FROG",G4,,,,,,,,S2S3,S2S3,S1,S1,C,,,,P,CA,,,1,,1,,,,,,,,1
REPTILIA,606,551766,ARAAD07070,"Pseudemys gorzugi","RIO GRANDE RIVER COOTER",G3G4,G3G4,,,,,S3,S3,,,,,,,,,,,,,,1,,,,,,,,,1
MAMMALIA,471,552462,AMAJE03010,"Nasua narica","WHITE-NOSED COATI",G5,,S4,,,,S2,S2,,,,,,,,,,,,,,1,,,,,,,,,1
MAMMALIA,392,552464,AMACB03020,"Leptonycteris curasoae","SOUTHERN LONG-NOSED BAT",G4,,S2,S2,,,S2,S2,,,,,SUB-E,WSC,,T,,,2,,,2,,,,,,,,,1
MAMMALIA,711,552466,AMAJF05020,"Spilogale gracilis","WESTERN SPOTTED SKUNK",G5,,S5,,S4,,S4,,S4,,S4S5,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,391,552470,AMAJH01030,"Leopardus pardalis",OCELOT,G4,,SH,,,,,,,,,,E,WSC,,,,,1,,,,,,,,,,,,1
MAMMALIA,608,552479,AMAJH01020,"Puma concolor","MOUNTAIN LION",G5,,S4,,S4,,S3?,S3?,S5,,S4,,PS,,,,,,1,,,,,,,,,,,,1
MAMMALIA,440,552480,AMAFF11080,"Microtus mogollonensis","MOGOLLON VOLE",G5,,S5,,S3,S3,,,,,S1,S1,PS,,,,,,1,,,,,,,,,,,,1
MAMMALIA,162,552482,AMAFD05040,"Chaetodipus formosus","LONG-TAILED POCKET MOUSE",G5,,S5,,,,,,S5,,S4,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,163,552483,AMAFD05050,"Chaetodipus hispidus","HISPID POCKET MOUSE",G5,,S5,,S4,,S5,,,,,,,,,,,,1,,,,,,,,,,,,1
MAMMALIA,164,552484,AMAFD05060,"Chaetodipus intermedius","ROCK POCKET MOUSE",G5,,S5,,,,S4,,,,S1,S1,,,,,,,1,,,,,,,,,,,,1
MAMMALIA,165,552486,AMAFD05080,"Chaetodipus penicillatus","DESERT POCKET MOUSE",G5,,S5,,,,S4,,S1S2,S1S2,S1,S1,,,,,,,,,1,,,,,,,,,,1
MAMMALIA,166,552487,AMAFD05090,"Chaetodipus spinatus","SPINY POCKET MOUSE",G5,,,,,,,,S3,S3,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,844,552488,AMAFD01190,"Perognathus merriami","MERRIAM'S POCKET MOUSE",G5,,,,,,SNR,,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,390,552490,AMAFF13010,"Lemmiscus curtatus","SAGEBRUSH VOLE",G5,,,,S1,S1,,,S3,S3,S3S4,S3S4,,,,,,,,,1,,,,,,,,,,1
MAMMALIA,474,552494,AMAFF08050,"Neotoma devia","ARIZONA WOODRAT",G5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,840,552495,AMAFF03180,"Peromyscus gratus","OSGOOD'S MOUSE",,,SNR,,,,S4,,,,G4,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,539,552496,AMAFF03140,"Peromyscus nasutus","ROCK MOUSE",G5,,S3,S3,S4,,S4,,,,SH,,,,,,,,,,,,1,,,,,,,,1
MAMMALIA,841,552499,AMAFB05210,"Spermophilus canus","MERRIAM'S GROUND SQUIRREL",G4,,,,,,,,S3S4,S3S4,,,,,,,,,,,1,,,,,,,,,,1
MAMMALIA,850,552502,AMACC05070,"Lasiurus xanthinus","WESTERN YELLOW BAT",G5,,S1,S1,,,S1,S1,S1,S1,,,,WSC,,T,,,,,,,,,,,,,,,1
MAMMALIA,746,552503,AMAFB02240,"Tamias rufus","HOPI CHIPMUNK",G5,,S1,S1,S5,,,,,,S4,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,702,552504,AMAFB05200,"Spermophilus mollis","PIUTE GROUND SQUIRREL",G5,,,,,,,,S4S5,,S4S5,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,386,552512,AMACC05010,"Lasiurus borealis","EASTERN RED BAT",G5,,,,S2B,S2B,,,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,161,552520,AMAFD05010,"Chaetodipus baileyi","BAILEY'S POCKET MOUSE",G5,,S5,,,,S2,S2,,,,,,,,,,,1,,,,,,,,,,,,1
MAMMALIA,83,552521,AMAEB04010,"Brachylagus idahoensis","PYGMY RABBIT",G4G5,,,,,,,,,,S2,S2,PS,,,,,WSC,,,1,,1,,,,,,,,1
MAMMALIA,522,552761,AMALB01010,"Pecari tajacu","COLLARED PECCARY",G5,,S5,,,,S2,S2,,,,,,,,,,,,,,,,,,,,,,,1
AVES,6,554027,ABNCA04020,"Aechmophorus clarkii","CLARK'S GREBE",G5,,S3,S3,S4B,,"S3B,S5N","S3B,S5N",S4B,,"S3S4B,S3N","S3S4B,S3N",,WSC,,,,,1,1,1,,,,,,,,,,1
AVES,16,554030,ABPBX97030,"Aimophila quinquestriata","FIVE-STRIPED SPARROW",G4,,S1S2,S1S2,,,,,,,,,,,,,,,1,,,,,,,,,,"CC,RC,RS",,1
AVES,45,554127,ABPBM02050,"Anthus rubescens","AMERICAN PIPIT",G5,,"S2B,S5N","S2B,S5N",S4B,,"S3B,S5N","S3B,S5N",S5?,,"S4B,S3S4N","S4B,S3S4N",,,,,,,1,,,,,,,,,,,,1
AVES,51,554128,ABPAV06040,"Aphelocoma californica","WESTERN SCRUB-JAY",G5,,S5,,S5,,"S5B,S5N",,S5,,S5,,,,,,,,,,,,,,,,,,,,1
AVES,56,554135,ABNGA04040,"Ardea alba","GREAT EGRET",G5,,"S1B,S4N","S1B,S4N",S1B,S1B,"S3B,S4N","S3B,S4N",S4B,,,,,WSC,,,,,1,,,,,,,,,,,,1
AVES,62,554137,ABNKC19010,"Asturina nitida","GRAY HAWK",G5,,S3,S3,,,SNA,,,,,,,,,,,,2,,,,,,,,,,RC,,1
AVES,70,554139,ABPAW01120,"Baeolophus ridgwayi","JUNIPER TITMOUSE",G5,,S5,,S4,,S4B,,S5B,,S4S5,,,,,,,,,1,,,,,,"RC,RS",,,"RC,RS",,1
AVES,71,554141,ABPAW01080,"Baeolophus wollweberi","BRIDLED TITMOUSE",G5,,S4,,,,"S4B,S4N",,,,,,,,,,,,1,,,,,,,,,,RS,,1
AVES,118,554145,ABNNF11190,"Calidris himantopus","STILT SANDPIPER",G5,,S3M,S3M,S4N,,S3N,S3N,SNA,,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,136,554146,ABNKD02010,"Caracara plancus","CRESTED CARACARA",G5,,S1S2,S1S2,,,SXB,,,,,,,WSC,,,,,,,,,,,,,,,,,1
AVES,223,554221,ABPAE32010,"Contopus cooperi","OLIVE-SIDED FLYCATCHER",G4,,S4,,S3S4B,S3S4B,"S3B,S4N","S3B,S4N",S2B,S2B,S3S4B,S3S4B,,WSC,,,,,1,1,1,1,,"CC,RC","CC,RC",CC,,,CC,,1
AVES,290,554254,ABPAE33080,"Empidonax hammondii","HAMMOND'S FLYCATCHER",G5,,"S2B,S2S3N","S2B,S2S3N",S5B,,"S4B,S5N",,S3B,S3B,S3S4B,S3S4B,,,,,,,1,,,,,,RS,,,,,,1
AVES,292,554255,ABPAE33160,"Empidonax occidentalis","CORDILLERAN FLYCATCHER",G5,,S2S3B,S2S3B,S5B,,"S5B,S4N",,S5B,,S3S4B,S3S4B,,,,,,,1,1,,,,,,RS,,,RS,,1
AVES,296,554256,ABPAT02010,"Eremophila alpestris","HORNED LARK",G5,,S5,,S5B,,"S5B,S5N",,S5,,S5,,,,,,,,1,,,,,,,,,,,,1
AVES,355,554267,ABPBXB9220,"Icterus bullockii","BULLOCK'S ORIOLE",G5,,SNRB,,S5,,"S4B,S5N",,S5B,,S4S5B,,,,,,,,1,,,,,,,,,,,,1
AVES,361,554268,ABNKC09010,"Ictinia mississippiensis","MISSISSIPPI KITE",G5,,S3,S3,S1S2B,S1S2B,"S2B,S3N","S2B,S3N",,,,,,WSC,,,,,1,,,,,,,,,,,,1
AVES,547,554375,ABNFD01030,"Phalacrocorax brasilianus","NEOTROPIC CORMORANT",G5,,S1N,S1N,,,"S3B,S4N","S3B,S4N",,,,,,,,T,,,,,,1,,,,,,,,,1
AVES,549,554376,ABNNF20030,"Phalaropus fulicaria","RED PHALAROPE",G5,,S1S2M,S1S2M,SNRN,,SNA,,,,,,,,,,,,1,,,,,,,,,,,,1
AVES,576,554380,ABPBX74080,"Pipilo maculatus","SPOTTED TOWHEE",G5,,S5,,S5,,"S5B,S5N",,S5,,"S4S5B,S4N",,,,,,,,1,,,,,,,,,,"RC,RS",,1
AVES,592,554382,ABPAW01010,"Poecile atricapilla","BLACK-CAPPED CHICKADEE",G5,,S1N,S1N,S5,,"S3B,S4N","S3B,S4N",S4S5,,S5,,,,,,,,,,,,,,,,,,,,1
AVES,593,554385,ABPAW01040,"Poecile gambeli","MOUNTAIN CHICKADEE",G5,,S5,,S5,,"S5B,S5N",,S5,,S4,,,,,,,,1,,,,,RC,,,,,,,1
AVES,594,554388,ABPAW01030,"Poecile sclateri","MEXICAN CHICKADEE",G5,,S3,S3,,,"S2B,S2N","S2B,S2N",,,,,,,,,,,1,,,,,,,,,,RS,,1
AVES,818,554456,ABPBW01160,"Vireo cassinii","CASSIN'S VIREO",G5,,S3N,S3N,,,S4N,,S3B,S3B,SNA,,,,,,,,1,,,,,,RS,,,,,,1
AVES,822,554477,ABPBW01160,"Vireo plumbeus","PLUMBEOUS VIREO",G5,,S5,,SNRB,,"S4B,S4N",,S4B,,S3S4B,S3S4B,,,,,,,1,,,,,,,RS,,,RS,,1
AVES,505,555388,ABNSB01040,"Otus kennicottii","WESTERN SCREECH-OWL",G5,,S5,,S4B,,"S4B,S4N",,S4,,S3S4,S3S4,,,,,,,,,,,,,,,RC,RC,RS,,1
AVES,548,555544,ABNTA04010,"Phalaenoptilus nuttallii","COMMON POORWILL",G5,,S5,,S5,,"S5B,S5N",,S5B,,S4S5B,,,,,,,,1,,,,,RS,,,,,RS,RS,1
MAMMALIA,848,555657,AMABA01340,"Sorex neomexicanus","NEW MEXICO SHREW",G3Q,G3Q,,,,,S2,S2,,,,,,,,,,,,,,1,,,,,,,,,1
MAMMALIA,845,555658,AMAEB01041,"Sylvilagus robustus","DAVIS MOUNTAIN COTTONTAIL",G3,G3,,,,,S1,S1,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,175,563907,ARADA01020,"Charina trivirgata","ROSY BOA",,,S3,S3,,,,,,,,,,,,,,,2,,,,,,,,,,,,1
REPTILIA,339,563909,ARADB16020,"Gyalopion quadrangulare","THORNSCRUB HOOK-NOSED SNAKE",G4,,S1S2,S1S2,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
REPTILIA,407,563910,ARADB47010,"Liochlorophis vernalis","SMOOTH GREEN SNAKE",G5,,,,S4,,S4,,,,S2,S2,,,,,,WSC,,,,,1,,,,,,,,1
REPTILIA,557,564567,ARACF12030,"Phrynosoma douglasii","PYGMY SHORT-HORNED LIZARD",G5,,,,,,,,SNR,,,,,,,,,,,,1,,,,,,,,,,1
REPTILIA,245,564571,,"Ctenosaura hemilopha","BLACK SPINY-TAILED IGUANA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,847,564574,ARACF14170,"Sceloporus arenicolus","SAND DUNE LIZARD",G2G3,G2G3,,,,,S1,S1,,,,,C,,,T,,,,,,1,,,,,,,,,1
REPTILIA,558,564594,ARACF12080,"Phrynosoma hernandesi","GREATER SHORT-HORNED LIZARD",G5,,S2,S2,S5,,S5,,S3S4,S3S4,S4,,,,,,,,2,,1,,,,,,,,,,1
REPTILIA,641,564596,ARACF13010,"Sauromalus ater","COMMON CHUCKWALLA",G5,,S4,,,,,,S3,S3,S2,S2,,,,,,WSC,1,,1,,1,,,,,,,,1
REPTILIA,849,564597,ARACF14180,"Sceloporus slevini","BUNCHGRASS LIZARD",G4,,S2S3,S2S3,,,S1,S1,,,,,,,,T,,,,,,,,,,,,,,,0
MAMMALIA,502,625180,AMALE11010,"Oryx gazella",ORYX,G4,,,,,,SNA,,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,203,990001,,"Cnemidophorus neotesselatus","TRIPLOID CHECKERED WHIPTAIL",G2G3,G2G3,,,S2,S2,,,,,,,,,SC,,,,,1,,,,,,,,,,,1
AVES,156,990002,ABNLC12020,"Centrocercus minimus","GUNNISON SAGE-GROUSE",G1,G1,SH,,S1B,S1B,,,,,S1,S1,,,SC,,,,,1,,,1,,,"CC,RC,CS,RS",,,,,1
MAMMALIA,846,990003,AMACC01160,"Myotis occultus","ARIZONA MYOTIS",G3G4,G3G4,S3,S3,SNR,,,,S4,,,,,,,,,,1,1,,1,,,,,,,,,1
